Keyword,Currency,Avg. monthly searches,Thay ??i trong ba tháng,Thay ??i so v?i cùng k? n?m tr??c,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: Jan 2025,Searches: Feb 2025,Searches: Mar 2025,Searches: Apr 2025,Searches: May 2025,Searches: Jun 2025,Searches: Jul 2025,Searches: Aug 2025,Searches: Sep 2025,Searches: Oct 2025,Searches: Nov 2025,Searches: Dec 2025
n??c hoa alien goddess,VND,30,-33%,-50%,Cao,100,,,,,,,,20,30,30,20,20,40,50,30,20,30,40,20
n??c hoa alien mini,VND,10,400%,?,Th?p,27,,,,,,,,10,10,10,10,0,10,10,10,10,10,10,50
n??c hoa alien mugler,VND,50,-22%,0%,Cao,100,478,2411,,,,,,50,70,50,30,30,30,50,50,30,90,70,70
n??c hoa alien mugler 30ml,VND,10,200%,50%,Cao,100,761,2976,,,,,,10,10,10,30,30,10,20,10,20,10,10,30
n??c hoa alien mugler 60ml,VND,20,-50%,-80%,Cao,100,,,,,,,,30,20,20,10,10,30,50,20,10,20,10,10
n??c hoa alien tím,VND,140,24%,86%,Cao,100,317,1774,,,,,,170,140,140,90,90,50,110,90,110,210,210,260
n??c hoa allure homme sport n?,VND,10,0%,0%,Cao,100,,,,,,,,20,10,10,10,10,20,30,10,10,10,40,10
n??c hoa allure n?,VND,50,0%,-29%,Cao,100,2091,39700,,,,,,70,110,70,50,40,20,20,20,40,50,40,50
n??c hoa allure sport,VND,50,-22%,40%,Cao,100,457,12020,,,,,,70,40,40,70,90,20,50,40,50,90,90,70
n??c hoa amarige givenchy,VND,10,-50%,0%,Cao,76,,,,,,,,10,20,10,10,10,10,10,10,10,20,20,10
n??c hoa amazing grace,VND,20,100%,-33%,Cao,87,,,,,,,,30,30,50,10,10,10,10,10,20,10,10,20
n??c hoa amber elixir,VND,50,0%,-55%,Cao,96,1484,2092,,,,,,70,70,90,50,40,50,40,70,50,50,30,50
n??c hoa amber elixir chính hãng,VND,30,100%,-43%,Cao,100,2093,15208,,,,,,50,30,30,40,20,40,20,20,40,20,20,40
n??c hoa amber elixir crystal,VND,10,0%,-50%,Cao,100,,,,,,,,20,10,10,10,10,10,10,10,10,10,10,10
n??c hoa amber oriflame,VND,20,300%,0%,Cao,100,1401,2975,,,,,,20,20,30,20,10,10,10,10,30,10,30,40
n??c hoa amber oud gold,VND,20,-33%,-50%,Cao,100,,,,,,,,20,30,30,20,20,10,10,20,20,30,10,20
n??c hoa amore,VND,20,50%,-25%,Cao,100,,,,,,,,20,40,20,10,10,20,20,30,20,20,20,30
n??c hoa amore vince camuto,VND,10,0%,0%,Cao,84,,,,,,,,10,10,10,10,10,10,30,10,10,10,10,10
n??c hoa amouage n?,VND,70,100%,100%,Cao,99,,,,,,,,50,90,90,50,90,50,90,90,70,70,90,140
n??c hoa amouage reflection,VND,20,200%,200%,Cao,95,,,,,,,,10,10,10,20,30,10,10,10,20,10,30,30
n??c hoa amour n?,VND,20,0%,-33%,Cao,100,,,,,,,,40,20,30,40,20,30,30,20,10,20,20,20
n??c hoa amour vi?t nam,VND,10,0%,-100%,Không xác ??nh,,,,,,,,,10,10,0,10,0,10,10,10,0,0,0,0
n??c hoa amway,VND,40,-20%,33%,Cao,100,,,,,,,,40,70,20,30,30,40,40,40,30,50,40,40
n??c hoa anais anais,VND,20,200%,0%,Cao,100,,,,,,,,20,30,10,20,20,20,10,10,10,10,20,30
n??c hoa angel 100ml,VND,20,-33%,-50%,Cao,100,,,,,,,,20,10,30,30,10,10,10,10,20,30,10,20
n??c hoa angel mugler,VND,40,25%,67%,Cao,91,,,,,,,,40,40,30,20,30,50,40,50,30,40,50,50
n??c hoa angel nova,VND,20,0%,-50%,Cao,100,,,,,,,,20,30,20,20,10,20,20,10,10,10,10,10
n??c hoa angel thierry mugler,VND,10,0%,100%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,20,10,20
n??c hoa anh ?ào,VND,40,67%,0%,Cao,98,,,,,,,,50,50,40,50,50,40,50,20,40,30,30,50
n??c hoa anna sui fantasia,VND,40,-50%,-80%,Cao,100,,,,,,,,40,90,50,30,40,30,30,30,40,20,10,10
n??c hoa anna sui fantasia mermaid,VND,10,0%,0%,Cao,100,,,,,,,,10,30,40,10,10,10,10,10,10,10,20,10
n??c hoa anna sui l amour rose,VND,10,-100%,-100%,Không xác ??nh,,,,,,,,,10,10,10,0,10,10,0,10,10,10,10,0
n??c hoa another 13 c?a nam hay n?,VND,30,0%,-50%,Cao,100,156,1427,,,,,,20,20,10,50,10,30,10,70,30,10,40,10
n??c hoa aqua n?,VND,50,0%,25%,Cao,100,,,,,,,,20,20,30,70,40,40,90,70,50,50,30,50
n??c hoa aqua xanh n?,VND,20,-67%,-67%,Cao,100,,,,,,,,20,20,30,20,20,10,20,30,40,30,30,10
n??c hoa aqva n?,VND,90,0%,-18%,Cao,100,991,2092,,,,,,50,90,110,90,70,70,90,90,90,90,70,90
n??c hoa aqva n? chính hãng,VND,40,-20%,-43%,Cao,100,946,2093,,,,,,40,50,70,40,30,30,50,20,20,50,40,40
n??c hoa aqva pour homme,VND,110,40%,-59%,Cao,98,556,1678,,,,,,110,170,170,170,140,110,90,70,90,50,90,70
n??c hoa arden beauty,VND,10,-50%,-50%,Cao,99,,,,,,,,10,30,20,10,10,10,20,10,10,20,10,10
n??c hoa ariana grande sweet like candy,VND,30,-20%,-20%,Cao,100,803,2433,,,,,,50,50,10,20,20,40,20,10,10,50,20,40
n??c hoa ariana grande thank u next,VND,20,-50%,0%,Cao,100,,,,,,,,20,20,20,20,10,20,20,10,20,20,20,10
n??c hoa armaf club de nuit women edp 105ml,VND,10,0%,0%,Cao,100,,,,,,,,0,10,10,10,10,10,10,10,10,10,10,10
n??c hoa armaf n?,VND,70,22%,57%,Cao,99,498,2522,,,,,,50,90,50,70,40,50,70,70,50,90,90,110
n??c hoa armaf tag her,VND,10,0%,0%,Cao,68,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa armaf ventana,VND,40,75%,133%,Cao,98,334,2360,,,,,,40,40,30,30,50,40,20,40,30,40,40,70
n??c hoa armani code absolu,VND,10,0%,-50%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,20,10,10,10
n??c hoa armani code n?,VND,90,-22%,-22%,Cao,100,,,,,,,,110,170,90,70,70,70,90,70,70,90,70,70
n??c hoa armani my way,VND,30,0%,0%,Cao,100,,,,,,,,20,40,40,10,20,30,40,30,20,30,40,30
n??c hoa armani nam,VND,90,22%,0%,Cao,100,271,2196,,,,,,90,50,70,90,90,70,70,90,70,90,90,110
n??c hoa armani n?,VND,140,21%,-19%,Cao,100,245,1919,,,,,,170,170,210,140,140,90,110,110,140,140,140,170
n??c hoa armani prive vert malachite,VND,10,0%,0%,Trung bình,57,,,,,,,,10,10,10,10,10,10,0,10,10,10,10,10
n??c hoa artemis n?,VND,10,0%,-50%,Cao,87,,,,,,,,10,10,20,10,10,10,10,10,10,10,10,10
n??c hoa ascendant,VND,10,0%,-50%,Trung bình,60,,,,,,,,10,30,10,10,10,10,10,10,30,10,10,10
n??c hoa aura mugler,VND,10,-50%,-50%,Cao,97,,,,,,,,10,30,10,10,10,10,10,10,10,20,10,10
n??c hoa authentic n?,VND,20,-86%,-75%,Cao,100,,,,,,,,30,50,30,10,20,10,10,10,20,70,10,10
n??c hoa aventus for her,VND,30,-67%,0%,Cao,100,252,4322,,,,,,10,50,70,50,40,20,20,10,30,30,10,10
n??c hoa aventus n?,VND,40,0%,-25%,Cao,100,443,2680,,,,,,40,70,40,30,40,30,40,40,30,30,40,30
n??c hoa avenue,VND,30,0%,50%,Cao,100,,,,,,,,50,40,10,20,40,10,10,10,10,30,40,30
n??c hoa avon chính hãng,VND,30,33%,0%,Cao,99,292,1679,,,,,,30,30,30,30,20,20,20,10,20,30,30,40
n??c hoa avon far away,VND,10,0%,0%,Cao,83,,,,,,,,10,10,10,10,10,10,10,10,0,10,10,10
n??c hoa avon imari seduction 50ml tím,VND,0,0%,0%,Không xác ??nh,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
n??c hoa azzaro chrome,VND,20,0%,50%,Cao,97,326,1679,,,,,,20,20,20,20,30,10,20,20,20,30,30,30
n??c hoa azzaro n?,VND,30,-33%,-60%,Cao,99,,,,,,,,30,30,50,30,30,10,20,20,20,30,20,20
n??c hoa balenciaga,VND,90,22%,0%,Cao,100,,,,,,,,90,70,90,90,90,70,40,90,90,90,70,110
n??c hoa balenciaga florabotanica,VND,10,200%,50%,Cao,96,,,,,,,,20,10,10,10,10,10,10,10,10,10,20,30
n??c hoa balmain,VND,10,-50%,-50%,Cao,100,,,,,,,,10,10,30,10,10,10,10,10,10,20,10,10
n??c hoa bamboo,VND,40,-25%,0%,Cao,100,,,,,,,,50,40,40,40,50,20,50,40,40,40,40,30
n??c hoa banana republic nam,VND,30,50%,-40%,Cao,100,,,,,,,,50,40,30,30,30,20,20,40,30,20,20,30
n??c hoa banana republic n?,VND,40,-57%,-25%,Cao,97,,,,,,,,50,40,50,20,30,50,40,40,40,70,30,30
n??c hoa banana republic w,VND,10,0%,-50%,Cao,100,,,,,,,,10,0,0,10,10,10,10,10,10,10,10,10
n??c hoa bbr,VND,3600,-18%,-33%,Cao,100,273,1544,,,,,,5400,4400,4400,3600,3600,2900,2900,3600,3600,4400,3600,3600
n??c hoa bbr brit sheer,VND,40,-22%,0%,Cao,100,494,2936,,,,,,30,40,30,20,20,20,20,20,20,90,50,70
n??c hoa bbr n?,VND,1600,-16%,-16%,Cao,100,301,2210,,,,,,1600,2400,2400,1600,1600,1600,1600,1600,1600,1900,1900,1600
n??c hoa bbr weekend,VND,10,200%,-25%,Cao,97,,,,,,,,20,10,20,20,20,10,20,10,10,10,10,30
n??c hoa bcbgmaxazria,VND,20,0%,-33%,Cao,96,,,,,,,,20,10,30,20,20,10,20,20,30,20,30,20
n??c hoa be delicious,VND,20,-50%,-33%,Cao,100,,,,,,,,20,40,10,10,20,20,10,30,10,40,20,20
n??c hoa beautiful 100ml,VND,20,-50%,-50%,Cao,77,,,,,,,,20,20,20,10,20,10,20,20,30,20,20,10
n??c hoa beckham,VND,70,0%,-22%,Cao,100,,,,,,,,110,110,70,70,50,70,50,50,70,70,70,70
n??c hoa beckham nam,VND,20,100%,300%,Cao,98,,,,,,,,10,10,20,20,20,20,30,20,30,20,20,40
n??c hoa beckham signature,VND,20,0%,0%,Cao,99,,,,,,,,20,20,30,20,10,10,20,20,20,20,10,20
n??c hoa beckham signature n?,VND,10,0%,0%,Không xác ??nh,,,,,,,,,0,0,0,0,0,0,0,10,0,0,0,0
n??c hoa belara,VND,10,0%,-67%,Trung bình,37,,,,,,,,10,20,10,10,10,10,10,10,10,10,10,10
n??c hoa belara chính hãng,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,0,10,0,10,10,10,10,20,10
n??c hoa belle,VND,20,-50%,-67%,Cao,99,,,,,,,,20,30,30,20,20,10,10,10,10,20,10,10
n??c hoa belle de nuit,VND,10,0%,0%,Th?p,33,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa bentley nam,VND,10,200%,0%,Cao,99,362,2680,,,,,,40,20,10,10,10,0,10,10,10,10,20,30
n??c hoa beyonce,VND,30,50%,-25%,Cao,97,,,,,,,,20,40,20,40,30,40,40,10,20,20,30,30
n??c hoa beyonce heat,VND,10,100%,0%,Trung bình,60,,,,,,,,20,20,20,10,10,10,10,10,10,10,10,20
n??c hoa beyonce heat rush,VND,10,0%,0%,Cao,100,,,,,,,,10,30,10,10,10,10,10,10,10,10,10,10
n??c hoa biên hòa,VND,30,0%,-33%,Cao,90,568,2678,,,,,,50,20,10,10,20,20,20,40,50,20,30,20
n??c hoa black kenneth cole,VND,20,200%,0%,Cao,98,,,,,,,,10,20,10,10,30,20,10,10,10,10,10,30
n??c hoa black opium 50ml,VND,10,0%,0%,Cao,100,575,1846,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa black opium chính hãng,VND,30,50%,-40%,Cao,100,641,2615,,,,,,50,50,50,30,30,30,10,20,20,20,30,30
n??c hoa black opiume femme,VND,10,?,?,Trung bình,57,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,10
n??c hoa black optimum,VND,590,-18%,-41%,Cao,100,503,1880,,,,,,720,880,880,590,480,480,480,480,480,720,590,590
n??c hoa black orchid,VND,40,150%,-55%,Cao,99,430,1679,,,,,,70,50,50,30,40,30,40,20,20,20,30,50
n??c hoa black xs,VND,30,50%,-40%,Cao,99,,,,,,,,70,70,40,20,30,30,20,20,20,20,40,30
n??c hoa black xs n?,VND,20,0%,-80%,Cao,100,,,,,,,,30,20,20,20,20,20,10,10,10,10,10,10
n??c hoa bleu,VND,210,0%,-34%,Cao,100,1566,16796,,,,,,260,260,260,170,170,170,170,140,140,210,170,210
n??c hoa bleu chanel 100ml,VND,50,-29%,-44%,Cao,100,376,8928,,,,,,70,40,50,30,40,30,30,70,90,70,40,50
n??c hoa bleu de chanel edp,VND,40,100%,-43%,Cao,100,1289,34376,,,,,,50,70,50,30,50,40,40,20,20,20,40,40
n??c hoa bleu de chanel n?,VND,10,0%,0%,Cao,100,,,,,,,,10,10,20,10,10,10,10,10,0,10,10,10
n??c hoa bleu edp,VND,20,0%,0%,Cao,100,638,84117,,,,,,10,30,20,10,10,10,10,10,10,20,10,20
n??c hoa bleu n?,VND,10,100%,100%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,20
n??c hoa blue chính hãng,VND,40,-25%,-67%,Cao,100,1022,84139,,,,,,70,50,50,30,30,30,50,40,40,40,50,30
n??c hoa blue chính hãng giá bao nhi?u,VND,10,0%,0%,Cao,100,,,,,,,,0,10,10,0,0,10,0,10,10,10,10,10
n??c hoa blue exchange,VND,40,67%,25%,Cao,100,,,,,,,,20,10,20,20,10,40,40,90,110,30,50,50
n??c hoa blue for men,VND,50,0%,-79%,Cao,100,,,,,,,,110,110,90,70,50,30,40,30,30,30,40,30
n??c hoa blue jean,VND,20,0%,-75%,Cao,100,,,,,,,,10,30,20,20,20,20,20,10,10,10,10,10
n??c hoa blue n?,VND,70,-44%,-55%,Cao,100,,,,,,,,90,50,90,70,50,50,50,70,70,90,50,50
n??c hoa blue n? chính hãng,VND,20,-67%,-67%,Cao,100,,,,,,,,20,20,30,10,20,20,20,20,20,30,10,10
n??c hoa blue n? chính hãng giá bao nhi?u,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa blue sport,VND,10,-50%,-50%,Cao,100,,,,,,,,20,10,10,10,20,10,10,10,10,20,10,10
n??c hoa blue xanh,VND,320,-34%,-64%,Cao,99,521,2226,,,,,,390,480,480,260,170,210,210,210,260,320,320,210
n??c hoa blue xanh n?,VND,20,-50%,-75%,Cao,100,,,,,,,,30,30,20,10,10,10,10,10,10,20,10,10
n??c hoa blv n?,VND,40,0%,-29%,Cao,100,170,1338,,,,,,50,40,70,40,30,10,30,50,30,50,30,50
n??c hoa blv tím,VND,20,0%,0%,Cao,99,,,,,,,,30,20,10,20,10,30,30,20,10,20,20,20
n??c hoa blv xanh,VND,20,0%,-67%,Cao,100,,,,,,,,50,40,20,10,10,10,10,10,10,10,10,10
n??c hoa body n?,VND,40,0%,-40%,Cao,99,1307,2928,,,,,,40,40,70,40,50,20,30,40,40,30,30,30
n??c hoa born lovely 30ml,VND,10,0%,-50%,Cao,100,,,,,,,,30,20,20,20,10,20,10,10,10,10,10,10
n??c hoa boss hugo n?,VND,20,0%,0%,Cao,100,328,1516,,,,,,10,20,20,30,20,10,30,20,30,20,10,20
n??c hoa boss selection,VND,10,0%,0%,Cao,100,,,,,,,,20,10,10,10,10,10,10,10,10,10,10,10
n??c hoa bottega veneta,VND,50,-29%,67%,Cao,89,,,,,,,,30,30,70,20,30,30,70,70,50,70,30,50
n??c hoa boucheron quatre,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,0,10,10,10,10
n??c hoa bouquet,VND,10,0%,0%,Trung bình,48,,,,,,,,10,10,10,10,10,10,10,10,10,10,20,10
n??c hoa brand vi?t nam,VND,20,0%,-33%,Cao,98,,,,,,,,10,30,20,20,30,10,20,30,20,20,30,20
n??c hoa bravely,VND,30,100%,33%,Cao,98,,,,,,,,40,20,30,10,40,30,20,50,20,20,30,40
n??c hoa bright crystal,VND,30,100%,33%,Cao,100,817,2828,,,,,,30,50,30,30,10,20,20,20,20,20,20,40
n??c hoa brit for her,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa bruno banani n?,VND,20,0%,50%,Cao,96,,,,,,,,20,30,30,20,30,10,10,20,10,30,20,30
n??c hoa brut classic,VND,20,0%,-67%,Cao,100,,,,,,,,20,10,20,10,20,20,10,10,10,10,30,10
n??c hoa burberry 50ml,VND,30,50%,50%,Cao,94,,,,,,,,40,20,20,30,30,70,20,20,20,20,40,30
n??c hoa burberry black,VND,50,0%,0%,Cao,100,475,2260,,,,,,70,70,50,40,40,70,50,30,50,70,50,70
n??c hoa burberry brit for her 100ml,VND,20,200%,200%,Cao,100,,,,,,,,10,20,20,20,10,10,10,20,20,10,20,30
n??c hoa burberry brit n?,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,0,10,10,10,10
n??c hoa burberry brit sheer,VND,40,-22%,0%,Cao,100,494,2936,,,,,,30,40,30,20,20,20,20,20,20,90,50,70
n??c hoa burberry brit sheer 30ml,VND,10,100%,100%,Cao,91,,,,,,,,10,10,10,10,10,10,10,10,0,10,10,20
n??c hoa burberry c?a n??c nào,VND,10,0%,-50%,Trung bình,57,,,,,,,,30,20,10,10,20,10,10,10,10,10,20,10
n??c hoa burberry for women,VND,170,-19%,-35%,Cao,100,215,2300,,,,,,260,260,110,140,90,170,210,140,170,210,170,170
n??c hoa burberry her blossom,VND,20,50%,-25%,Cao,95,660,2618,,,,,,20,30,20,20,20,10,30,10,10,20,10,30
n??c hoa burberry her eau de parfum,VND,40,0%,-60%,Cao,86,1405,28833,,,,,,20,20,30,30,40,140,20,30,20,20,20,20
n??c hoa burberry limited,VND,10,0%,0%,Cao,71,,,,,,,,10,20,10,10,10,10,10,10,10,10,10,10
n??c hoa burberry london for women,VND,30,100%,-56%,Cao,88,386,1881,,,,,,30,30,50,40,20,20,20,40,40,20,10,40
n??c hoa burberry london nam,VND,40,150%,-29%,Cao,100,364,3323,,,,,,70,90,40,30,50,30,30,40,30,20,30,50
n??c hoa burberry london n?,VND,110,0%,-18%,Cao,100,390,2405,,,,,,170,110,140,90,90,110,170,90,140,140,110,140
n??c hoa burberry mini 5ml,VND,10,0%,0%,Trung bình,66,,,,,,,,10,20,10,10,10,10,10,10,10,10,10,10
n??c hoa burberry n? 100ml,VND,110,0%,-18%,Cao,100,226,2092,,,,,,140,140,140,90,90,90,140,140,110,140,110,140
n??c hoa burberry n? 30ml,VND,20,100%,-33%,Cao,95,,,,,,,,30,30,30,30,20,20,10,10,20,10,10,20
n??c hoa burberry n? 50ml,VND,50,-43%,0%,Cao,100,495,2260,,,,,,70,50,20,30,20,30,90,40,30,70,50,40
n??c hoa burberry n? 90ml,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa burberry n? chính hãng,VND,50,0%,40%,Cao,100,275,1840,,,,,,50,70,70,50,50,30,40,40,70,70,70,70
n??c hoa burberry n? mini,VND,10,0%,0%,Cao,100,,,,,,,,10,10,20,10,20,10,10,10,10,10,10,10
n??c hoa burberry sheer,VND,10,100%,100%,Cao,94,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,20
n??c hoa burberry sport,VND,10,0%,0%,Cao,100,,,,,,,,20,10,30,10,10,20,10,20,10,10,10,10
n??c hoa burberry touch n? 100ml,VND,20,0%,-50%,Cao,97,,,,,,,,40,20,30,10,10,10,20,30,70,20,10,20
n??c hoa burberry touch n? 50ml,VND,10,0%,-50%,Cao,96,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa burberry weekend n?,VND,40,25%,67%,Cao,100,102,2354,,,,,,40,40,70,40,30,20,40,30,30,40,30,50
n??c hoa burberry weekend n? 100ml,VND,50,33%,-20%,Cao,100,197,2678,,,,,,50,70,70,70,70,20,30,30,30,30,40,40
n??c hoa bvl aqua,VND,30,0%,-33%,Cao,98,,,,,,,,20,20,20,30,40,20,30,50,40,20,20,20
n??c hoa bvl man in black,VND,10,0%,-67%,Cao,95,,,,,,,,10,10,10,10,10,10,20,10,10,10,10,10
n??c hoa bvl n?,VND,30,-33%,-33%,Cao,100,,,,,,,,20,50,40,10,20,20,90,20,10,30,50,20
n??c hoa bvl omnia,VND,10,0%,0%,Cao,91,,,,,,,,10,20,10,10,10,20,20,10,10,10,10,10
n??c hoa bvl tr?ng,VND,20,-33%,100%,Cao,100,,,,,,,,10,10,20,20,10,20,20,10,30,30,20,20
n??c hoa bvl tím,VND,40,0%,-43%,Cao,100,,,,,,,,30,50,40,20,40,50,50,30,30,40,70,40
n??c hoa bvlgari allegra,VND,30,0%,-71%,Cao,100,,,,,,,,40,40,30,40,20,30,20,20,20,20,30,20
n??c hoa bvlgari aqva,VND,70,0%,-36%,Cao,99,1087,2975,,,,,,110,70,90,70,50,70,70,90,90,70,90,70
n??c hoa bvlgari aqva pour homme 100ml,VND,20,-25%,200%,Cao,100,1197,2194,,,,,,10,20,10,20,30,10,20,10,10,40,10,30
n??c hoa bvlgari black,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,30,10
n??c hoa bvlgari goldea,VND,10,0%,-80%,Cao,100,,,,,,,,30,20,10,20,10,10,10,10,20,10,10,10
n??c hoa bvlgari h?ng,VND,40,0%,-40%,Cao,100,316,1688,,,,,,20,40,40,10,30,70,20,10,20,30,110,30
n??c hoa bvlgari jasmin noir,VND,20,-50%,-50%,Cao,100,,,,,,,,30,20,20,10,20,20,30,20,30,20,20,10
n??c hoa bvlgari man extreme,VND,10,100%,100%,Trung bình,53,,,,,,,,10,10,10,10,10,10,10,20,10,10,10,20
n??c hoa bvlgari n? mini 5ml,VND,10,0%,0%,Cao,100,,,,,,,,10,10,20,10,10,10,10,10,10,10,10,10
n??c hoa bvlgari n? màu h?ng,VND,20,0%,0%,Cao,95,,,,,,,,20,20,10,20,10,10,20,30,10,20,20,20
n??c hoa bvlgari n? màu xanh,VND,20,200%,-25%,Cao,99,,,,,,,,10,20,20,20,10,10,10,20,10,10,10,30
n??c hoa bvlgari omnia,VND,90,-36%,-36%,Cao,99,301,2092,,,,,,70,110,110,70,70,70,90,90,70,140,140,90
n??c hoa bvlgari omnia amethyste,VND,20,100%,100%,Cao,95,907,3163,,,,,,50,30,30,10,20,10,10,20,10,10,20,20
n??c hoa bvlgari omnia coral,VND,20,0%,0%,Cao,100,,,,,,,,20,30,40,10,10,20,20,10,10,10,10,10
n??c hoa bvlgari omnia crystalline,VND,40,0%,-29%,Cao,100,354,2973,,,,,,50,40,30,50,30,30,50,40,30,50,40,50
n??c hoa bvlgari omnia pink sapphire,VND,10,0%,0%,Cao,67,,,,,,,,10,10,0,10,10,10,10,10,10,10,10,10
n??c hoa bvlgari pour femme,VND,10,0%,0%,Cao,89,,,,,,,,10,0,20,10,10,10,10,10,10,10,10,10
n??c hoa bvlgari rose essentielle,VND,30,-50%,-50%,Cao,91,,,,,,,,20,40,40,20,20,20,20,30,40,40,40,20
n??c hoa bvlgari rose goldea,VND,40,25%,0%,Cao,100,193,1880,,,,,,50,50,50,30,40,30,70,40,30,40,30,50
n??c hoa bvlgari rose goldea 50ml,VND,10,100%,100%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,20
n??c hoa bvlgari splendida,VND,20,67%,25%,Cao,99,,,,,,,,20,30,30,10,20,10,10,20,10,30,20,50
n??c hoa bình d??ng,VND,140,0%,-33%,Cao,77,806,3402,,,,,,140,170,170,110,90,140,90,140,90,140,110,140
n??c hoa b?n edp,VND,10,200%,50%,Cao,96,120,320,,,,,,10,10,10,10,10,10,10,10,10,10,20,30
n??c hoa b?n edt và edp,VND,10,0%,0%,Cao,71,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa b?c giang,VND,20,-50%,-50%,Cao,100,,,,,,,,20,20,20,30,20,10,10,10,10,20,20,10
n??c hoa b? túi n?,VND,10,?,0%,Th?p,0,,,,,,,,10,10,10,0,10,0,10,10,10,0,10,10
n??c hoa cabotine chính hãng,VND,30,-50%,-67%,Cao,100,,,,,,,,30,50,40,20,20,20,20,30,30,20,20,10
n??c hoa cabotine de gres,VND,20,-67%,-50%,Cao,100,,,,,,,,20,20,20,20,20,20,10,20,30,30,10,10
n??c hoa cabotine gold,VND,10,100%,100%,Cao,100,,,,,,,,10,10,20,30,10,10,10,10,10,10,30,20
n??c hoa cacharel,VND,30,-25%,-40%,Cao,100,,,,,,,,40,20,30,30,40,20,30,30,30,40,20,30
n??c hoa calvin klein man edt 100ml,VND,10,-100%,-100%,Không xác ??nh,,,,,,,,,10,10,10,10,10,10,0,10,10,10,10,0
n??c hoa calvin klein n? 100ml,VND,70,-44%,-55%,Cao,100,440,2595,,,,,,70,70,90,70,50,70,50,50,40,90,70,50
n??c hoa campuchia,VND,20,600%,600%,Th?p,10,,,,,,,,10,20,20,10,20,10,10,20,20,10,20,70
n??c hoa candy prada,VND,10,0%,0%,Cao,100,,,,,,,,10,20,10,10,10,10,10,10,10,10,10,10
n??c hoa cao c?p cho n?,VND,90,-21%,-48%,Cao,100,928,5756,,,,,,90,110,140,50,70,50,50,90,90,140,140,110
n??c hoa capri vince camuto,VND,10,0%,0%,Cao,83,,,,,,,,10,10,10,10,10,10,10,10,0,10,10,10
n??c hoa carlotta momentum,VND,10,0%,-50%,Cao,95,,,,,,,,10,10,10,10,0,10,10,10,10,10,10,10
n??c hoa carolina herrera 212 vip,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,30,20,20,10,10,10,10,10
n??c hoa cartier declaration,VND,10,0%,-50%,Cao,99,,,,,,,,10,30,20,10,20,10,10,10,10,10,20,10
n??c hoa cartier n?,VND,70,-22%,-36%,Cao,99,197,1828,,,,,,90,90,70,70,70,40,90,90,70,90,70,70
n??c hoa casamorati 1888,VND,40,-40%,-40%,Cao,100,,,,,,,,30,50,70,30,30,20,20,40,40,50,40,30
n??c hoa cassandra,VND,30,0%,-25%,Cao,80,,,,,,,,40,40,20,30,30,30,40,30,30,30,20,30
n??c hoa cassili,VND,10,100%,0%,Cao,99,,,,,,,,10,10,10,10,20,10,10,10,10,10,10,20
n??c hoa celine n?,VND,20,100%,-33%,Cao,98,,,,,,,,30,50,30,30,20,30,10,10,20,10,10,20
n??c hoa cenota n?,VND,10,0%,0%,Cao,73,,,,,,,,10,10,20,10,10,10,10,10,10,10,10,10
n??c hoa cerruti 1881,VND,20,-50%,-33%,Cao,98,,,,,,,,40,20,10,30,10,20,10,30,20,40,10,20
n??c hoa chalou,VND,30,33%,0%,Cao,99,,,,,,,,70,30,40,20,30,10,30,40,40,30,10,40
n??c hoa chalou chính hãng,VND,10,0%,0%,Cao,100,,,,,,,,10,10,0,10,10,10,10,10,10,10,10,10
n??c hoa chance chanel 100ml,VND,10,0%,0%,Cao,100,,,,,,,,20,20,10,10,10,10,10,10,10,10,10,10
n??c hoa chance chanel 20ml,VND,10,?,100%,Th?p,0,,,,,,,,10,10,0,0,0,0,0,0,0,0,10,20
n??c hoa chance chanel vàng,VND,20,-50%,-50%,Cao,97,,,,,,,,10,10,20,10,30,20,20,20,20,20,10,10
